Date,Observed Storage,
20171018,8.03,
20171019,8.07,
20171020,8.07,
20171021,8.04,
20171022,8.05,
20171023,8.1,
20171024,8.09,
20171025,8,
20171026,7.77,
20171027,7.53,
20171028,7.26,
20171029,6.96,
20171030,6.73,
20171031,6.52,
20171101,6.32,
20171102,6.11,
20171103,5.9,
20171104,5.68,
20171105,5.45,
20171106,5.22,
20171107,4.99,
20171108,4.77,
20171109,4.57,
20171110,4.45,
20171111,4.32,
20171112,4.18,
20171113,4.03,
20171114,3.89,
20171115,3.74,
20171116,3.61,
20171117,3.52,
20171118,3.46,
20171119,3.4,
20171120,3.34,
20171121,3.3,
20171122,3.31,
20171123,3.32,
20171124,3.33,
20171125,3.33,
20171126,3.33,
20171127,3.32,
20171128,3.3,
20171129,3.25,
20171130,3.2,
20171201,3.15,
20171202,3.12,
20171203,3.05,
20171204,2.96,
20171205,2.88,
20171206,2.79,
20171207,2.75,
20171208,2.66,
20171209,2.61,
20171210,2.56,
20171211,2.52,
20171212,2.47,
20171213,2.43,
20171214,2.41,
20171215,2.42,
20171216,2.43,
20171217,2.45,
20171218,2.46,
20171219,2.47,
20171220,2.47,
20171221,2.48,
20171222,2.49,
20171223,2.5,
20171224,2.51,
20171225,2.52,
20171226,2.52,
20171227,2.53,
20171228,2.54,
20171229,2.54,
20171230,2.55,
20171231,2.56,
20180101,2.56,
20180102,2.57,
20180103,2.57,
20180104,2.58,
20180105,2.59,
20180106,2.59,
20180107,2.6,
20180108,2.6,
20180109,2.61,
20180110,2.61,
20180111,2.62,
20180112,2.62,
20180113,2.62,
20180114,2.63,
20180115,2.63,
20180116,2.63,
20180117,2.64,
20180118,2.64,
20180119,2.64,
20180120,2.65,
20180121,2.65,
20180122,2.65,
20180123,2.65,
20180124,2.66,
20180125,2.66,
20180126,2.66,
20180127,2.66,
20180128,2.67,
20180129,2.67,
20180130,2.67,
20180131,2.67,
20180201,2.67,
20180202,2.67,
20180203,2.68,
20180204,2.68,
20180205,2.68,
20180206,2.68,
20180207,2.68,
20180208,2.68,
20180209,2.68,
20180210,2.69,
20180211,2.69,
20180212,2.69,
20180213,2.67,
20180214,2.63,
20180215,2.58,
20180216,2.53,
20180217,2.47,
20180218,2.42,
20180219,2.32,
20180220,2.22,
20180221,2.19,
20180222,2.19,
20180223,2.19,
20180224,2.19,
20180225,2.19,
20180226,2.18,
20180227,2.18,
20180228,2.18,
20180301,2.18,
20180302,2.18,
20180303,2.17,
20180304,2.17,
20180305,2.17,
20180306,2.17,
20180307,2.17,
20180308,2.16,
20180309,2.16,
20180310,2.16,
20180311,2.16,
20180312,2.15,
20180313,2.15,
20180314,2.15,
20180315,2.16,
20180316,2.17,
20180317,2.18,
20180318,2.18,
20180319,2.18,
20180320,2.19,
20180321,2.2,
20180322,2.17,
20180323,2.12,
20180324,2.07,
20180325,2.02,
20180326,1.98,
20180327,1.93,
20180328,1.88,
20180329,1.83,
20180330,1.77,
20180331,1.72,
20180401,1.72,
20180402,1.72,
20180403,1.72,
20180404,1.73,
20180405,1.73,
20180406,1.73,
20180407,1.73,
20180408,1.73,
20180409,1.73,
20180410,1.73,
20180411,1.73,
20180412,1.73,
20180413,1.74,
20180414,1.75,
20180415,1.75,
20180416,1.75,
20180417,1.75,
20180418,1.76,
20180419,1.76,
20180420,1.76,
20180421,1.76,
20180422,1.77,
20180423,1.77,
20180424,1.77,
20180425,1.77,
20180426,1.77,
20180427,1.78,
20180428,1.78,
20180429,1.78,
20180430,1.78,
20180501,1.78,
20180502,1.78,
20180503,1.78,
20180504,1.78,
20180505,1.78,
20180506,1.78,
20180507,1.78,
20180508,1.78,
20180509,1.79,
20180510,1.81,
20180511,1.81,
20180512,1.83,
20180513,1.84,
20180514,1.85,
20180515,1.82,
20180516,1.74,
20180517,1.61,
20180518,1.61,
20180519,1.36,
20180520,1.16,
20180521,0.93,
20180522,0.75,
20180523,0.57,
20180524,0.48,
20180525,0.4,
20180526,0.34,
20180527,0.32,
20180528,0.34,
20180529,0.37,
20180530,0.45,
20180531,0.55,
20180601,0.58,
20180602,0.59,
20180603,0.61,
20180604,0.64,
20180605,0.67,
20180606,0.69,
20180607,0.71,
20180608,0.73,
20180609,0.88,
20180610,1.21,
20180611,1.62,
20180612,2.24,
20180613,2.68,
20180614,2.99,
20180615,3.19,
20180616,3.27,
20180617,3.33,
20180618,3.38,
20180619,3.42,
20180620,3.47,
20180621,3.52,
20180622,3.6,
20180623,3.7,
20180624,3.81,
20180625,3.91,
20180626,4.01,
20180627,4.16,
20180628,4.45,
20180629,4.92,
20180630,5.25,
20180701,5.48,
20180702,5.66,
20180703,5.82,
20180704,5.98,
20180705,6.13,
20180706,6.25,
20180707,6.47,
20180708,7.73,
20180709,8,
20180710,8,
20180711,8,
20180712,8,
20180713,8,
20180714,8,
20180715,8,
20180716,7.69,
20180717,7.53,
20180718,7.62,
20180719,8.09,
20180720,7.65,
20180721,7.83,
20180722,7.96,
20180723,7.7,
20180724,7.66,
20180725,7.94,
20180726,7.55,
20180727,7.59,
20180728,7.53,
20180729,7.71,
20180730,7.87,
20180731,7.98,
20180801,8.11,
20180802,7.92,
20180803,7.78,
20180804,7.91,
20180805,8.06,
20180806,8.12,
20180807,8.19,
20180808,8.12,
20180809,8.31,
20180810,7.37,
20180811,7.78,
20180812,7.5,
20180813,7.86,
20180814,7.79,
20180815,7.67,
20180816,7.7,
20180817,7.1,
20180818,6.61,
20180819,6.3,
20180820,6.17,
20180821,6.68,
20180822,7.74,
20180823,7.6,
20180824,8.02,
20180825,7.22,
20180826,7.11,
20180827,7.3,
20180828,7.47,
20180829,7.61,
20180830,7.61,
20180831,7.37,
20180901,7.2,
20180902,7.22,
20180903,7.28,
20180904,7.2,
20180905,7.13,
20180906,7.2,
20180907,7.3,
20180908,7.37,
20180909,7.43,
20180910,7.69,
20180911,7.63,
20180912,7.65,
20180913,7.61,
20180914,7.54,
20180915,7.47,
20180916,7.47,
20180917,7.34,
20180918,7.27,
20180919,7.2,
20180920,7.12,
20180921,7.07,
20180922,6.97,
20180923,6.87,
20180924,6.77,
20180925,6.72,
20180926,6.7,
20180927,6.75,
20180928,6.82,
20180929,6.82,
20180930,6.96,
20181001,6.99,
20181002,6.97,
20181003,6.91,
20181004,6.84,
20181005,6.79,
20181006,6.76,
20181007,6.73,
20181008,6.7,
20181009,6.7,
20181010,6.72,
20181011,6.71,
20181012,6.68,
20181013,6.63,
20181014,6.61,
20181015,6.53,
20181016,6.45,
20181017,6.37,
20181018,6.31,
20181019,6.23,
20181020,6.17,
20181021,6.09,
20181022,5.99,
20181023,5.89,
20181024,5.8,
20181025,5.7,
20181026,5.61,
20181027,5.5,
20181028,5.4,
20181029,5.28,
20181030,5.15,
20181031,5.01,
20181101,4.85,
20181102,4.76,
20181103,4.62,
20181104,4.53,
20181105,4.47,
20181106,4.41,
20181107,4.33,
20181108,4.26,
20181109,4.18,
20181110,4.11,
20181111,4.04,
20181112,3.96,
20181113,3.87,
20181114,3.78,
20181115,3.69,
20181116,3.69,
20181117,3.52,
20181118,3.48,
20181119,3.43,
20181120,3.38,
20181121,3.33,
20181122,3.28,
20181123,3.23,
20181124,3.18,
20181125,3.13,
20181126,3.08,
20181127,3.02,
20181128,2.93,
20181129,2.83,
20181130,2.74,
20181201,2.65,
20181202,2.56,
20181203,2,
20181204,2,
20181205,2,
20181206,2,
20181207,2,
20181208,2,
20181209,2,
20181210,1.86,
20181211,1.79,
20181212,1.73,
20181213,1.67,
20181214,1.64,
20181215,1.58,
20181216,1.55,
20181217,1.51,
20181218,1.47,
20181219,1.47,
20181220,1.48,
20181221,1.5,
20181222,1.51,
20181223,1.53,
20181224,1.54,
20181225,1.56,
20181226,1.57,
20181227,1.59,
20181228,1.6,
20181229,1.61,
20181230,1.62,
20181231,1.64,
20190101,1.65,
20190102,1.66,
20190103,1.67,
20190104,1.68,
20190105,1.69,
20190106,1.7,
20190107,1.7,
20190108,1.71,
20190109,1.72,
20190110,1.73,
20190111,1.74,
20190112,1.74,
20190113,1.75,
20190114,1.76,
20190115,1.77,
20190116,1.77,
20190117,1.78,
20190118,1.79,
20190119,1.79,
20190120,1.8,
20190121,1.8,
20190122,1.81,
20190123,1.81,
20190124,1.82,
20190125,1.82,
20190126,1.83,
20190127,1.83,
20190128,1.84,
20190129,1.85,
20190130,1.85,
20190131,1.86,
20190201,2.67,
20190202,2.67,
20190203,2.68,
20190204,2.68,
20190205,2.68,
20190206,2.68,
20190207,2.68,
20190208,2.68,
20190209,2.68,
20190210,2.69,
20190211,2.69,
20190212,2.69,
20190213,2.67,
20190214,2.63,
20190215,2.58,
20190216,2.53,
20190217,2.47,
20190218,2.42,
20190219,2.32,
20190220,2.22,
20190221,2.19,
20190222,2.19,
20190223,2.19,
20190224,2.19,
20190225,2.19,
20190226,2.18,
20190227,2.18,
20190228,2.18,
20190301,1.92,
20190302,1.92,
20190303,1.92,
20190304,1.92,
20190305,1.92,
20190306,1.92,
20190307,1.92,
20190308,1.92,
20190309,1.92,
20190310,1.91,
20190311,1.92,
20190312,1.91,
20190313,1.91,
20190314,1.91,
20190315,1.9,
20190316,1.89,
20190317,1.87,
20190318,1.86,
20190319,1.84,
20190320,1.82,
20190321,1.81,
20190322,1.8,
20190323,1.78,
20190324,1.77,
20190325,1.75,
20190326,1.73,
20190327,1.71,
20190328,1.71,
20190329,1.67,
20190330,1.65,
20190331,1.63,
20190401,1.61,
20190402,1.59,
20190403,1.57,
20190404,1.55,
20190405,1.54,
20190406,1.52,
20190407,1.5,
20190408,1.49,
20190409,1.48,
20190410,1.46,
20190411,1.47,
20190412,1.48,
20190413,1.48,
20190414,1.49,
20190415,1.48,
20190416,1.48,
20190417,1.48,
20190418,1.49,
20190419,1.49,
20190420,1.5,
20190421,1.5,
20190422,1.51,
20190423,1.51,
20190424,1.51,
20190425,1.51,
20190426,1.51,
20190427,1.51,
20190428,1.51,
20190429,1.51,
20190430,1.52,
20190501,1.52,
20190502,1.52,
20190503,1.52,
20190504,1.52,
20190505,1.52,
20190506,1.52,
20190507,1.52,
20190508,1.52,
20190509,1.53,
20190510,1.54,
20190511,1.54,
20190512,1.54,
20190513,1.54,
20190514,1.54,
20190515,1.54,
20190516,1.54,
20190517,1.54,
20190518,1.55,
20190519,1.55,
20190520,1.55,
20190521,1.55,
20190522,1.55,
20190523,1.56,
20190524,1.56,
20190525,1.56,
20190526,1.56,
20190527,1.56,
20190528,1.56,
20190529,1.56,
20190530,1.56,
20190531,1.56,
20190601,1.56,
20190602,1.55,
20190603,1.55,
20190604,1.55,
20190605,1.54,
20190606,1.53,
20190607,1.53,
20190608,1.52,
20190609,1.51,
20190610,1.5,
20190611,1.5,
20190612,1.51,
20190613,1.51,
20190614,1.52,
20190615,1.54,
20190616,1.54,
20190617,1.55,
20190618,1.55,
20190619,1.56,
20190620,1.56,
20190621,1.58,
20190622,1.6,
20190623,1.61,
20190624,1.62,
20190625,1.64,
20190626,1.65,
20190627,1.67,
20190628,1.68,
20190629,1.69,
20190630,1.7,
20190701,1.72,
20190702,1.75,
20190703,1.78,
20190704,1.81,
20190705,1.84,
20190706,1.89,
20190707,1.97,
20190708,2.01,
20190709,2.06,
20190710,2.17,
20190711,2.32,
20190712,2.41,
20190713,2.47,
20190714,2.52,
20190715,2.56,
20190716,2.6,
20190717,2.63,
20190718,2.68,
20190719,2.77,
20190720,2.96,
20190721,3.11,
20190722,3.21,
20190723,3.34,
20190724,3.43,
20190725,3.47,
20190726,3.5,
20190727,3.52,
20190728,3.53,
20190729,3.53,
20190730,3.55,
20190731,3.58,
20190801,3.58,
20190802,3.54,
20190803,3.51,
20190804,3.51,
20190805,3.51,
20190806,3.66,
20190807,4.43,
20190808,5.88,
20190809,6.21,
20190810,6.34,
20190811,6.22,
20190812,6.51,
20190813,7.4,
20190814,7.73,
20190815,8.12,
20190816,8.07,
20190817,8.14,
20190818,8.08,
20190819,8.14,
20190820,8.17,
20190821,8.19,
20190822,8.2,
20190823,8.16,
20190824,8.17,
20190825,8.15,
20190826,8.16,
20190827,8.19,
20190828,8.16,
20190829,8.17,
20190830,8.16,
20190831,8.22,
20190901,8.22,
20190902,8.24,
20190903,8.21,
20190904,8.17,
20190905,8.23,
20190906,7.96,
20190907,8.1,
20190908,8.04,
20190909,8.15,
20190910,8.1,
20190911,8.19,
20190912,8.25,
20190913,8.14,
20190914,8.18,
20190915,8.19,
20190916,8.25,
20190917,8.24,
20190918,8.16,
20190919,8.17,
20190920,8.21,
20190921,8.21,
20190922,8.19,
20190923,8.16,
20190924,8.12,
20190925,8.06,
20190926,8.03,
20190927,7.96,
20190928,7.88,
20190929,7.8,
20190930,7.7,
20191001,8.5,
20191002,7.53,
20191003,7.42,
20191004,7.25,
20191005,7.21,
20191006,7.21,
20191007,7.45,
20191008,7.6,
20191009,7.79,
20191010,7.9,
20191011,8,
20191012,8.07,
20191013,8.09,
20191014,8.09,
20191015,8.08,
20191016,8.1,
20191017,8.17,
20191018,8.21,
20191019,8.25,
20191020,8.24,
20191021,8.24,
20191022,8.24,
20191023,8.2,
20191024,8.18,
20191025,8.16,
20191026,8.14,
20191027,8.04,
20191028,8.04,
20191029,7.97,
20191030,7.93,
20191031,7.85,
20191101,7.78,
20191102,7.78,
20191103,7.79,
20191104,7.78,
20191105,7.67,
20191106,7.57,
20191107,7.5,
20191108,7.5,
20191109,7.35,
20191110,7.26,
20191111,7.14,
20191112,,
20191113,6.87,
20191114,6.75,
20191115,6.65,
20191116,6.55,
20191117,6.44,
20191118,6.34,
20191119,6.23,
20191120,6.11,
20191121,5.99,
20191122,5.87,
20191123,5.75,
20191124,5.62,
20191125,5.49,
20191126,5.36,
20191127,5.22,
20191128,5.08,
20191129,4.94,
20191130,4.8,
20191201,4.66,
20191202,4.57,
20191203,4.51,
20191204,4.45,
20191205,4.39,
20191206,4.33,
20191207,4.26,
20191208,4.2,
20191209,4.13,
20191210,4.06,
20191211,4,
20191212,3.94,
20191213,3.87,
20191214,3.8,
20191215,3.75,
20191216,3.71,
20191217,3.67,
20191218,3.63,
20191219,3.6,
20191220,3.58,
20191221,3.58,
20191222,3.13,
20191223,3.12,
20191224,3.53,
20191225,3.51,
20191226,3.49,
20191227,3.47,
20191228,3.44,
20191229,3.43,
20191230,3.42,
20191231,3.43,
20200101,3.43,
20200102,3.44,
20200103,3.44,
20200104,3.45,
20200105,3.45,
20200106,3.46,
20200107,3.46,
20200108,3.47,
20200109,3.47,
20200110,3.48,
20200111,3.48,
20200112,3.48,
20200113,3.49,
20200114,3.49,
20200115,3.49,
20200116,3.5,
20200117,3.5,
20200118,3.5,
20200119,3.51,
20200120,3.51,
20200121,3.51,
20200122,3.52,
20200123,3.52,
20200124,3.52,
20200125,3.52,
20200126,3.52,
20200127,3.52,
20200128,3.53,
20200129,3.53,
20200130,3.53,
20200131,3.53,
20200201,3.53,
20200202,3.54,
20200203,3.54,
20200204,3.54,
20200205,3.54,
20200206,3.54,
20200207,3.54,
20200208,3.55,
20200209,3.55,
20200210,3.55,
20200211,3.55,
20200212,3.55,
20200213,3.55,
20200214,3.55,
20200215,3.55,
20200216,3.55,
20200217,3.55,
20200218,3.55,
20200219,3.55,
20200220,3.55,
20200221,3.55,
20200222,3.55,
20200223,3.55,
20200224,3.55,
20200225,3.55,
20200226,3.55,
20200227,3.55,
20200228,3.55,
20200229,3.54,
20200301,3.54,
20200302,3.54,
20200303,3.54,
20200304,3.54,
20200305,3.54,
20200306,3.54,
20200307,3.54,
20200308,3.54,
20200309,3.54,
20200310,3.54,
20200311,3.54,
20200312,3.54,
20200313,3.53,
20200314,3.53,
20200315,3.53,
20200316,3.53,
20200317,3.53,
20200318,3.52,
20200319,3.52,
20200320,3.51,
20200321,3.5,
20200322,3.47,
20200323,3.45,
20200324,3.42,
20200325,3.41,
20200326,3.41,
20200327,3.41,
20200328,3.41,
20200329,3.4,
20200330,3.4,
20200331,3.4,
20200401,3.39,
20200402,3.39,
20200403,3.39,
20200404,3.38,
20200405,3.38,
20200406,3.38,
20200407,3.37,
20200408,3.38,
20200409,3.38,
20200410,3.37,
20200411,3.37,
20200412,3.37,
20200413,3.37,
20200414,3.37,
20200415,3.37,
20200416,3.37,
20200417,3.37,
20200418,3.36,
20200419,3.36,
20200420,3.36,
20200421,3.36,
20200422,3.36,
20200423,3.36,
20200424,3.35,
20200425,3.36,
20200426,3.36,
20200427,3.36,
20200428,3.36,
20200429,3.36,
20200430,3.36,
20200501,3.36,
20200502,3.36,
20200503,3.36,
20200504,3.36,
20200505,3.36,
20200506,3.35,
20200507,3.35,
20200508,3.35,
20200509,3.35,
20200510,3.35,
20200511,3.35,
20200512,3.35,
20200513,3.35,
20200514,3.35,
20200515,3.35,
20200516,3.35,
20200517,3.35,
20200518,3.35,
20200519,3.37,
20200520,3.38,
20200521,3.38,
20200522,3.38,
20200523,3.38,
20200524,3.38,
20200525,3.38,
20200526,3.38,
20200527,3.38,
20200528,3.38,
20200529,3.38,
20200530,3.38,
20200531,3.38,
20200601,3.38,
20200602,3.38,
20200603,3.38,
20200604,3.38,
20200605,3.39,
20200606,3.39,
20200607,3.4,
20200608,3.41,
20200609,3.41,
20200610,3.41,
20200611,3.42,
20200612,3.43,
20200613,3.45,
20200614,3.46,
20200615,3.49,
20200616,3.5,
20200617,3.52,
20200618,3.56,
20200619,3.63,
20200620,3.66,
20200621,3.7,
20200622,3.75,
20200623,3.81,
20200624,3.84,
20200625,3.87,
20200626,3.89,
20200627,3.9,
20200628,3.92,
20200629,3.95,
20200630,4.04,
20200701,4.11,
20200702,4.15,
20200703,4.24,
20200704,4.37,
20200705,4.51,
20200706,4.65,
20200707,4.98,
20200708,5.32,
20200709,,
20200710,,
20200711,,
20200712,,
20200713,,
20200714,,
20200715,,
20200716,,
20200717,,
20200718,,
20200719,,
20200720,,
20200721,,
20200722,,
20200723,7.31,
20200724,7.49,
20200725,7.61,
20200726,7.72,
20200727,7.81,
20200728,7.91,
20200729,8.01,
20200730,7.99,
20200731,7.87,
20200801,7.79,
20200802,7.75,
20200803,7.72,
20200804,7.71,
20200805,7.47,
20200806,,
20200807,,
20200808,,
20200809,,
20200810,,
20200811,,
20200812,,
20200813,7.9,
20200814,8.04,
20200815,8.15,
20200816,8.21,
20200817,8.22,
20200818,8.26,
20200819,8.15,
20200820,8.19,
20200821,8.29,
20200822,8.22,
20200823,8.25,
20200824,8.24,
20200825,8.22,
20200826,8.16,
20200827,8.14,
20200828,8.1,
20200829,8.04,
20200830,7.97,
20200831,7.91,
20200901,7.83,
20200902,7.82,
20200903,7.75,
20200904,7.67,
20200905,7.67,
20200906,7.65,
20200907,7.66,
20200908,7.63,
20200909,7.62,
20200910,7.64,
20200911,7.59,
20200912,7.56,
20200913,7.63,
20200914,7.8,
20200915,7.96,
20200916,8.05,
20200917,8.13,
20200918,8.26,
20200919,8.38,
20200920,8.33,
20200921,8.01,
20200922,8.14,
20200923,8.18,
20200924,8.3,
20200925,8.41,
20200926,8.45,
20200927,8.46,
20200928,8.46,
20200929,8.47,
20200930,8.46,
20201001,8.44,
20201002,8.38,
20201003,8.41,
20201004,8.38,
20201005,8.31,
20201006,8.22,
20201007,8.15,
20201008,8.16,
20201009,8.12,
20201010,8.05,
20201011,8.04,
20201012,7.97,
20201013,8.07,
20201014,8.25,
20201015,8.29,
20201016,8.27,
20201017,8.31,
20201018,8.32,
20201019,8.33,
20201020,8.32,
20201021,8.29,
20201022,8.3,
20201023,8.33,
20201024,8.31,
20201025,8.3,
20201026,8.3,
20201027,8.24,
20201028,8.13,
20201029,8.11,
20201030,8,
20201031,7.86,
20201101,7.72,
20201102,7.58,
20201103,7.44,
20201104,7.29,
20201105,7.12,
20201106,6.94,
20201107,6.78,
20201108,6.66,
20201109,6.53,
20201110,6.4,
20201111,6.27,
20201112,6.13,
20201113,5.99,
20201114,5.85,
20201115,5.73,
20201116,5.59,
20201117,5.44,
20201118,5.29,
20201119,5.15,
20201120,5.12,
20201121,5,
20201122,4.85,
20201123,4.69,
20201124,4.55,
20201125,4.48,
20201126,4.4,
20201127,4.32,
20201128,4.24,
20201129,4.16,
20201130,4.08,
20201201,3.99,
20201202,3.91,
20201203,3.81,
20201204,3.72,
20201205,3.63,
20201206,3.54,
20201207,3.49,
20201208,3.44,
20201209,3.39,
20201210,3.34,
20201211,3.29,
20201212,3.24,
20201213,3.19,
20201214,3.14,
20201215,3.1,
20201216,3.07,
20201217,,
20201218,,
20201219,,
20201220,,
20201221,,
20201222,,
20201223,,
20201224,,
20201225,,
20201226,,
20201227,,
20201228,,
20201229,,
20201230,,
20201231,,
